Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
11/14/2020,EQ,"2,677.95","2,689.00","2,660.05","2,656.85","2,673.25","2,670.35","2,669.67","2,885.00","1,506.05","2,98,819","79,77,48,788.00","20,530"
11/13/2020,EQ,"2,655.75","2,664.90","2,636.00","2,671.05","2,661.20","2,656.85","2,650.87","2,885.00","1,506.05","25,48,093","6,75,46,56,102.70","1,11,018"
11/12/2020,EQ,"2,686.00","2,713.00","2,661.75","2,687.80","2,674.75","2,671.05","2,679.78","2,885.00","1,506.05","24,37,505","6,53,19,86,739.75","1,00,997"
11/11/2020,EQ,"2,667.95","2,692.80","2,643.40","2,649.60","2,687.50","2,687.80","2,669.85","2,885.00","1,506.05","32,42,441","8,65,68,31,441.85","1,68,899"
11/10/2020,EQ,"2,697.20","2,713.15","2,638.35","2,726.60","2,653.95","2,649.60","2,663.45","2,885.00","1,506.05","47,60,020","12,67,80,56,831.10","2,40,272"
11/09/2020,EQ,"2,731.10","2,744.00","2,695.10","2,707.45","2,726.00","2,726.60","2,720.53","2,885.00","1,506.05","36,46,592","9,92,06,61,493.20","1,62,134"
11/06/2020,EQ,"2,699.00","2,713.25","2,681.30","2,685.70","2,711.00","2,707.45","2,699.35","2,885.00","1,506.05","38,84,421","10,48,54,27,441.60","1,32,771"
11/05/2020,EQ,"2,685.00","2,710.00","2,667.00","2,653.15","2,688.00","2,685.70","2,688.19","2,885.00","1,506.05","28,16,502","7,57,13,01,989.25","1,19,199"
11/04/2020,EQ,"2,610.00","2,721.85","2,610.00","2,633.60","2,656.00","2,653.15","2,683.56","2,885.00","1,506.05","48,93,928","13,13,31,44,835.10","2,10,543"
11/03/2020,EQ,"2,604.00","2,665.00","2,601.05","2,604.60","2,629.00","2,633.60","2,635.01","2,885.00","1,506.05","28,79,269","7,58,69,13,378.45","1,17,355"
11/02/2020,EQ,"2,660.00","2,664.85","2,600.05","2,664.85","2,608.00","2,604.60","2,618.15","2,885.00","1,506.05","25,71,196","6,73,17,84,552.10","1,17,447"
10/30/2020,EQ,"2,636.10","2,674.35","2,621.60","2,632.65","2,663.55","2,664.85","2,654.92","2,885.00","1,506.05","34,27,003","9,09,84,15,228.85","1,20,277"
10/29/2020,EQ,"2,608.00","2,655.00","2,600.25","2,622.20","2,632.10","2,632.65","2,634.88","2,885.00","1,506.05","31,05,970","8,18,38,60,034.10","1,21,416"
10/28/2020,EQ,"2,650.00","2,655.95","2,606.00","2,630.15","2,619.50","2,622.20","2,625.65","2,885.00","1,506.05","35,69,515","9,37,22,92,382.95","1,43,177"
10/27/2020,EQ,"2,699.75","2,718.15","2,624.10","2,688.20","2,634.80","2,630.15","2,654.79","2,885.00","1,506.05","35,37,594","9,39,15,82,219.20","1,72,659"
10/26/2020,EQ,"2,689.95","2,709.95","2,670.50","2,686.80","2,690.10","2,688.20","2,694.09","2,885.00","1,506.05","26,72,766","7,20,06,73,675.90","1,01,255"
10/23/2020,EQ,"2,687.80","2,702.00","2,670.10","2,671.15","2,687.00","2,686.80","2,687.39","2,885.00","1,506.05","34,99,372","9,40,41,77,977.30","1,24,614"
10/22/2020,EQ,"2,661.00","2,686.65","2,638.10","2,675.40","2,672.90","2,671.15","2,664.97","2,885.00","1,506.05","52,62,311","14,02,39,11,495.40","1,67,510"
10/21/2020,EQ,"2,739.00","2,749.00","2,663.05","2,739.00","2,678.00","2,675.40","2,700.88","2,885.00","1,506.05","45,70,175","12,34,34,84,213.25","2,07,866"
10/20/2020,EQ,"2,725.00","2,759.90","2,717.95","2,711.55","2,739.00","2,739.00","2,743.85","2,885.00","1,506.05","34,06,298","9,34,63,83,058.65","1,37,012"
10/19/2020,EQ,"2,774.00","2,774.00","2,706.60","2,763.30","2,714.80","2,711.55","2,723.63","2,885.00","1,506.05","33,31,194","9,07,29,49,037.95","1,51,449"
10/16/2020,EQ,"2,750.10","2,771.65","2,731.30","2,740.60","2,757.00","2,763.30","2,756.34","2,885.00","1,506.05","52,73,773","14,53,63,28,866.35","1,11,405"
