Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
08-SEP-2016,10349.75,10349.75,10159.7,10240.5,19920113.0,1942.71
09-SEP-2016,10253.75,10356.05,10217.1,10291.9,11730346.0,1010.41
12-SEP-2016,10194.65,10413.3,10182.25,10374.95,12401851.0,1045.41
14-SEP-2016,10400.3,10440.15,10291.35,10302.85,11040797.0,927.96
15-SEP-2016,10340.25,10341.2,10255.55,10289.5,9601439.0,883.69
16-SEP-2016,10347.5,10439.1,10285.8,10399.25,16541994.0,1560.03
19-SEP-2016,10386.2,10531.6,10353.65,10463.4,12370671.0,1100.06
20-SEP-2016,10469.2,10469.2,10387.25,10426.7,9119056.0,727.22
21-SEP-2016,10450.45,10485.85,10425.9,10456.5,10100721.0,816.53
22-SEP-2016,10508.2,10511.65,10376.05,10397.15,9854317.0,886.7
23-SEP-2016,10426.1,10446.9,10376.8,10391.05,12173246.0,993.4
26-SEP-2016,10382.0,10390.15,10314.6,10330.0,10774105.0,921.78
27-SEP-2016,10324.7,10425.5,10322.5,10397.0,12270567.0,1021.44
28-SEP-2016,10402.2,10418.75,10335.65,10360.45,9865164.0,841.85
29-SEP-2016,10410.65,10412.6,10228.05,10257.8,21656504.0,1704.04
30-SEP-2016,10300.35,10336.8,10279.85,10292.3,14445499.0,1127.06
03-OCT-2016,10331.15,10340.3,10239.95,10309.85,9457289.0,770.94
04-OCT-2016,10347.1,10403.25,10328.55,10394.3,11593100.0,909.15
05-OCT-2016,10405.65,10418.7,10287.4,10333.35,8507322.0,574.69
06-OCT-2016,10353.9,10354.6,10229.9,10242.45,10270123.0,835.08
07-OCT-2016,10253.05,10254.05,10146.0,10184.25,9585050.0,802.23
10-OCT-2016,10193.05,10285.15,10160.45,10270.95,7733808.0,680.96
13-OCT-2016,10218.5,10296.8,10196.95,10243.75,18099251.0,1666.0
14-OCT-2016,10239.2,10442.0,10116.7,10228.65,33012040.0,3224.22
17-OCT-2016,10268.65,10270.25,10140.55,10158.75,13343414.0,1100.25
18-OCT-2016,10202.55,10397.15,10191.65,10377.15,18378306.0,1222.48
19-OCT-2016,10397.3,10433.75,10338.15,10411.1,16981044.0,1096.03
20-OCT-2016,10431.5,10464.2,10357.5,10372.95,14202020.0,844.89
21-OCT-2016,10408.65,10483.45,10376.95,10477.1,17804005.0,1207.49
24-OCT-2016,10445.35,10448.0,10317.4,10327.65,14554645.0,917.56
25-OCT-2016,10322.7,10331.85,10254.05,10261.4,14983936.0,1076.83
26-OCT-2016,10253.4,10254.55,10128.6,10157.35,11263723.0,802.43
27-OCT-2016,10130.8,10130.8,10027.25,10052.85,18671691.0,1503.07
28-OCT-2016,10088.05,10119.25,10032.5,10048.4,24655817.0,1592.9
30-OCT-2016,10086.6,10111.45,10073.85,10082.7,1431970.0,98.13
01-NOV-2016,10109.2,10109.2,9969.8,9990.6,13418188.0,1119.6
02-NOV-2016,9903.8,9933.55,9861.15,9871.25,12161987.0,965.93
03-NOV-2016,9868.35,9886.65,9793.85,9809.75,10977148.0,834.92
04-NOV-2016,9813.45,9940.1,9736.75,9924.05,18414597.0,1205.33
07-NOV-2016,9997.1,10034.15,9920.95,9970.0,16797953.0,1205.28
08-NOV-2016,9996.2,10045.5,9891.0,10008.4,14174311.0,1002.3
09-NOV-2016,9467.65,9826.35,9320.95,9683.25,21456312.0,1752.93
10-NOV-2016,9803.2,9813.15,9636.15,9654.75,13296041.0,1061.1
11-NOV-2016,9615.85,9633.3,9391.55,9434.6,13296849.0,1083.89
15-NOV-2016,9478.5,9565.85,9295.25,9487.0,27234569.0,2093.69
16-NOV-2016,9559.15,9724.7,9543.2,9641.0,23586542.0,1793.51
17-NOV-2016,9608.95,9678.75,9476.1,9496.2,12929942.0,1013.99
18-NOV-2016,9497.8,9560.9,9419.6,9476.45,10571616.0,851.64
21-NOV-2016,9500.0,9553.7,9430.4,9453.75,12187155.0,918.52
22-NOV-2016,9492.35,9566.7,9471.2,9509.45,10320661.0,729.6
23-NOV-2016,9559.1,9571.55,9484.45,9549.85,11234249.0,863.09
24-NOV-2016,9561.4,9726.5,9518.9,9656.25,18981651.0,1659.09
25-NOV-2016,9709.15,10140.65,9696.65,10114.9,21789062.0,2030.86
28-NOV-2016,10126.7,10171.8,10001.5,10106.2,12490536.0,1063.28
29-NOV-2016,10099.65,10149.8,10043.2,10059.6,9368688.0,770.16
30-NOV-2016,10086.55,10139.95,10011.45,10087.65,14229629.0,1285.79
01-DEC-2016,10090.0,10108.8,10002.4,10049.75,9518941.0,748.71
02-DEC-2016,10018.15,10061.2,9898.9,9922.75,9513403.0,842.57
05-DEC-2016,9908.3,9946.9,9778.95,9836.0,8242545.0,749.7
06-DEC-2016,9850.9,9946.75,9808.35,9834.95,7018872.0,646.8
07-DEC-2016,9865.65,9871.7,9764.2,9777.9,8046891.0,722.42
08-DEC-2016,9819.9,9947.4,9819.65,9935.9,9564747.0,945.64
09-DEC-2016,9961.95,10059.95,9925.85,9997.5,12004522.0,1031.46
12-DEC-2016,9960.3,9971.25,9846.2,9953.9,8348374.0,818.79
13-DEC-2016,9983.7,10082.15,9929.85,10058.65,10363616.0,887.47
14-DEC-2016,10091.55,10150.95,10044.15,10128.95,11850616.0,929.55
15-DEC-2016,10099.05,10299.8,10091.6,10195.75,16986840.0,1494.02
16-DEC-2016,10265.65,10268.7,10188.25,10222.95,10931162.0,927.61
19-DEC-2016,10213.45,10234.05,10153.8,10223.65,7460302.0,635.93
20-DEC-2016,10239.85,10352.65,10224.45,10322.85,11510080.0,1100.56
21-DEC-2016,10357.3,10357.3,10207.25,10228.25,9569302.0,878.26
22-DEC-2016,10210.25,10251.2,10084.25,10163.0,9432930.0,865.34
23-DEC-2016,10162.4,10187.25,10048.85,10071.05,9770830.0,837.99
26-DEC-2016,10028.9,10065.75,9979.6,10023.3,5510950.0,444.6
27-DEC-2016,9997.0,10188.65,9994.95,10170.7,7812402.0,646.58
28-DEC-2016,10203.85,10301.1,10177.4,10198.6,10320156.0,810.25
29-DEC-2016,10194.15,10314.35,10183.4,10291.85,13889741.0,1097.08
30-DEC-2016,10325.35,10416.6,10304.65,10399.25,9966961.0,862.4
02-JAN-2017,10403.0,10434.1,10353.65,10367.05,5366213.0,418.84
03-JAN-2017,10386.6,10390.9,10291.25,10362.25,8413396.0,745.85
04-JAN-2017,10368.15,10517.55,10364.0,10496.9,11978446.0,1004.99
05-JAN-2017,10539.75,10590.05,10379.3,10400.05,23534557.0,1569.58
06-JAN-2017,10352.8,10372.9,10063.35,10110.4,26296599.0,1935.41
09-JAN-2017,10070.65,10214.2,10023.65,10198.45,17060520.0,1250.98
10-JAN-2017,10232.55,10255.85,10184.35,10221.5,13114211.0,1116.94
11-JAN-2017,10238.05,10282.2,10154.5,10220.55,14041555.0,1186.47
12-JAN-2017,10237.45,10410.8,10236.0,10398.8,14364865.0,1296.4
13-JAN-2017,10504.05,10551.4,10217.45,10263.5,29658962.0,3228.05
16-JAN-2017,10223.05,10223.05,10137.0,10173.1,13731359.0,1292.47
17-JAN-2017,10166.85,10275.0,10166.4,10206.8,10831603.0,1007.72
18-JAN-2017,10217.5,10270.5,10208.85,10231.55,12811228.0,1282.05
19-JAN-2017,10223.05,10251.8,10174.5,10222.15,15253658.0,1189.2
20-JAN-2017,10165.5,10192.7,10113.2,10132.65,12105046.0,1039.52
23-JAN-2017,10060.65,10234.65,10029.3,10219.4,12308496.0,1068.79
24-JAN-2017,10186.5,10213.7,10133.15,10201.6,12814924.0,1113.9
25-JAN-2017,10221.65,10239.5,10154.75,10164.45,18092547.0,1642.78
27-JAN-2017,10144.2,10212.55,10100.85,10181.85,15175889.0,1298.21
30-JAN-2017,10114.35,10195.7,10065.05,10170.65,17444549.0,1356.54
31-JAN-2017,10158.2,10158.2,9620.45,9848.5,33852264.0,2704.9
01-FEB-2017,9811.1,9831.05,9592.25,9750.0,21595107.0,1948.5
02-FEB-2017,9753.55,9989.2,9681.75,9926.0,18596022.0,1792.96
03-FEB-2017,9927.35,10058.8,9863.65,10025.8,12561634.0,1048.45
06-FEB-2017,10076.55,10093.15,9954.55,10029.05,14415906.0,1081.13
07-FEB-2017,10034.95,10042.15,9967.85,9997.95,13536718.0,1056.51
08-FEB-2017,9988.6,10071.65,9973.6,10007.05,11234369.0,998.59
09-FEB-2017,10026.4,10186.1,10005.0,10167.9,21611792.0,1757.75
10-FEB-2017,10185.45,10432.95,10180.45,10387.85,24076474.0,2052.49
13-FEB-2017,10402.15,10469.2,10340.4,10452.9,14919620.0,1456.44
14-FEB-2017,10462.35,10489.45,10423.75,10474.1,12233014.0,1073.55
15-FEB-2017,10464.05,10550.5,10318.95,10427.65,14827403.0,1122.44
16-FEB-2017,10488.95,10640.5,10488.95,10628.05,16900137.0,1657.59
17-FEB-2017,10674.2,10676.0,10483.9,10527.2,12491816.0,1029.89
20-FEB-2017,10544.45,10740.3,10516.95,10671.2,12841691.0,1181.9
21-FEB-2017,10716.7,10801.6,10643.9,10680.75,20702866.0,1856.67
22-FEB-2017,10685.55,10692.95,10497.0,10514.8,17892218.0,1596.77
23-FEB-2017,10545.45,10737.35,10531.7,10689.65,25911240.0,2152.71
27-FEB-2017,10663.25,10776.65,10658.3,10706.7,13604527.0,1095.91
28-FEB-2017,10732.8,10759.4,10645.3,10680.95,41463487.0,2523.37
01-MAR-2017,10674.85,10777.6,10658.4,10748.05,9862993.0,777.17
02-MAR-2017,10779.65,10806.95,10717.0,10741.6,9013275.0,734.81
03-MAR-2017,10701.35,10819.3,10657.7,10806.2,10530658.0,830.28
06-MAR-2017,10736.8,10812.65,10706.75,10779.05,9142773.0,803.97
07-MAR-2017,10794.3,10820.1,10750.9,10799.1,16016534.0,1148.39
08-MAR-2017,10791.45,10793.5,10687.45,10739.45,13675595.0,1117.78
09-MAR-2017,10753.7,10757.7,10694.45,10724.75,10378206.0,821.53
10-MAR-2017,10758.2,10821.85,10718.35,10749.85,11694965.0,869.94
14-MAR-2017,10850.0,10927.3,10821.4,10879.25,15194367.0,1386.47
15-MAR-2017,10899.95,10905.95,10677.75,10696.55,14506124.0,1252.43
16-MAR-2017,10765.65,10838.15,10752.2,10822.1,17288661.0,1328.78
17-MAR-2017,10893.85,10920.35,10787.2,10900.75,20306626.0,1724.28
20-MAR-2017,10877.15,10879.45,10750.6,10776.75,13922746.0,1245.01
21-MAR-2017,10769.1,10823.7,10751.3,10787.2,16229840.0,1413.2
22-MAR-2017,10717.1,10831.75,10710.8,10783.3,12780055.0,1007.65
23-MAR-2017,10794.25,10863.85,10785.7,10850.8,14954510.0,1198.42
24-MAR-2017,10843.25,10851.45,10753.45,10768.95,12491155.0,1291.15
27-MAR-2017,10735.5,10787.2,10630.85,10648.5,12327827.0,1065.04
28-MAR-2017,10675.05,10749.1,10658.55,10681.05,12481812.0,868.71
29-MAR-2017,10712.0,10761.05,10661.05,10741.25,14348282.0,1166.19
30-MAR-2017,10734.95,10767.8,10692.9,10730.75,20741773.0,1704.33
31-MAR-2017,10735.6,10752.35,10634.9,10703.25,17562780.0,1504.07
03-APR-2017,10728.65,10732.85,10571.5,10592.0,9806177.0,764.46
05-APR-2017,10596.25,10597.2,10493.0,10510.3,14402806.0,1255.56
06-APR-2017,10499.75,10545.6,10475.85,10538.15,11496350.0,1005.28
07-APR-2017,10532.45,10568.8,10470.55,10485.75,13722779.0,1159.16
10-APR-2017,10511.6,10542.7,10304.95,10338.15,15046330.0,1273.86
11-APR-2017,10341.55,10422.3,10332.45,10398.85,12461368.0,1083.13
12-APR-2017,10408.15,10420.35,10290.5,10323.45,10861311.0,792.69
13-APR-2017,10339.85,10407.15,10034.6,10064.2,22985238.0,2093.79
17-APR-2017,10045.4,10056.55,9975.45,10000.9,12398068.0,977.9
18-APR-2017,10021.15,10075.8,9964.65,9981.55,10552794.0,837.96
19-APR-2017,9925.25,10059.45,9901.65,9944.8,15730735.0,1537.27
20-APR-2017,9965.8,10056.25,9948.95,10039.05,11563674.0,811.62
21-APR-2017,10083.5,10103.8,9978.5,10008.1,12520537.0,814.25
24-APR-2017,9979.8,10070.95,9938.6,10058.35,10060234.0,827.69
25-APR-2017,10081.55,10113.0,10038.15,10091.25,13270711.0,1098.93
26-APR-2017,10157.6,10162.65,9944.4,9966.75,25994847.0,1650.07
27-APR-2017,9965.05,10045.5,9965.05,10012.35,18815065.0,1731.16
28-APR-2017,10020.45,10023.7,9920.7,9943.7,11365771.0,933.62
02-MAY-2017,10000.8,10042.85,9960.2,10006.35,10128926.0,739.34
03-MAY-2017,10043.0,10151.35,9995.25,10131.05,10553768.0,954.03
04-MAY-2017,10155.05,10170.0,10055.0,10106.5,8851111.0,868.92
05-MAY-2017,10084.5,10101.95,10031.1,10086.3,8018893.0,686.57
08-MAY-2017,10113.8,10222.15,10085.6,10209.15,8496429.0,637.26
09-MAY-2017,10246.0,10294.25,10211.4,10279.6,11780549.0,887.03
10-MAY-2017,10283.35,10296.45,10183.8,10219.55,8024155.0,603.0
11-MAY-2017,10293.3,10300.5,10216.3,10256.1,10286401.0,885.46
12-MAY-2017,10275.6,10378.8,10264.4,10367.3,14606048.0,1267.2
15-MAY-2017,10399.7,10400.45,10293.4,10339.75,8650810.0,793.48
16-MAY-2017,10364.4,10474.45,10356.55,10461.3,12655349.0,1247.54
17-MAY-2017,10461.0,10485.7,10371.55,10437.3,10857943.0,949.13
18-MAY-2017,10382.4,10705.9,10371.7,10545.6,21675467.0,1937.73
19-MAY-2017,10565.75,10574.6,10410.3,10456.35,10034066.0,834.12
22-MAY-2017,10486.8,10538.65,10454.95,10504.85,14746920.0,1119.22
23-MAY-2017,10535.9,10583.2,10480.75,10510.2,16446985.0,1273.92
24-MAY-2017,10510.95,10536.15,10444.2,10509.2,13506148.0,1155.84
25-MAY-2017,10568.15,10761.05,10546.9,10738.35,21426646.0,1859.77
26-MAY-2017,10741.75,10792.75,10683.75,10735.4,10829389.0,852.3
29-MAY-2017,10611.45,10633.3,10467.35,10568.3,26040520.0,1497.43
30-MAY-2017,10535.35,10627.25,10496.3,10609.0,9555114.0,692.45
31-MAY-2017,10589.8,10617.45,10522.65,10549.1,17847773.0,1393.9
01-JUN-2017,10508.7,10625.35,10478.4,10574.7,11308693.0,815.56
02-JUN-2017,10598.5,10647.0,10564.1,10608.95,11121366.0,799.21
05-JUN-2017,10608.85,10677.65,10585.7,10660.1,13753290.0,1154.43
06-JUN-2017,10749.4,11016.1,10733.65,10907.25,25759483.0,2585.35
07-JUN-2017,10930.4,10941.15,10533.15,10701.25,23294764.0,2146.92
08-JUN-2017,10684.8,10696.85,10520.95,10550.0,12610135.0,1142.26
09-JUN-2017,10484.3,10500.1,10373.1,10442.65,18319698.0,1610.22
12-JUN-2017,10412.5,10512.25,10314.4,10470.75,13867051.0,1092.81
13-JUN-2017,10389.3,10458.55,10318.95,10339.0,13481063.0,804.43
14-JUN-2017,10370.25,10375.6,10291.5,10366.1,15017176.0,1006.89
15-JUN-2017,10383.9,10385.1,10262.05,10278.0,12996011.0,1028.25
16-JUN-2017,10262.7,10326.95,10161.5,10189.5,15362329.0,1256.63
19-JUN-2017,10214.15,10247.45,10162.0,10197.9,10991292.0,1033.48
20-JUN-2017,10220.1,10300.7,10177.3,10289.95,9812324.0,909.93
21-JUN-2017,10289.2,10289.2,10191.7,10223.35,8488072.0,672.22
22-JUN-2017,10255.75,10354.65,10167.1,10199.55,14288138.0,1579.3
23-JUN-2017,10226.25,10253.4,10155.85,10170.6,12771300.0,924.08
27-JUN-2017,10160.0,10203.0,10045.1,10068.85,16056697.0,1047.0
28-JUN-2017,10100.65,10148.95,10060.65,10133.55,11170361.0,852.65
29-JUN-2017,10183.3,10238.95,10105.9,10124.4,23244234.0,1681.6
30-JUN-2017,10098.55,10173.85,10071.55,10155.05,11412732.0,797.32
03-JUL-2017,10174.3,10209.95,10075.8,10189.85,12165229.0,859.48
04-JUL-2017,10215.25,10256.55,10150.0,10213.4,13714901.0,979.76
05-JUL-2017,10196.05,10196.05,10137.0,10160.65,11882910.0,784.55
06-JUL-2017,10151.55,10198.2,10127.05,10148.9,10309284.0,687.06
07-JUL-2017,10125.65,10151.5,10073.95,10087.8,11991157.0,795.48
10-JUL-2017,10214.3,10377.1,9946.35,10360.1,3287988.0,268.35
11-JUL-2017,10333.3,10611.95,10333.3,10430.0,19757300.0,1594.58
12-JUL-2017,10440.7,10467.9,10385.65,10401.5,9840425.0,909.12
13-JUL-2017,10428.1,10495.5,10394.95,10440.55,10353593.0,948.06
14-JUL-2017,10442.55,10463.3,10306.8,10330.65,20911780.0,1964.52
17-JUL-2017,10371.7,10512.8,10356.95,10445.85,21174519.0,1263.23
18-JUL-2017,10455.15,10608.9,10454.95,10493.15,14006910.0,1016.52
19-JUL-2017,10506.75,10606.55,10494.05,10583.8,15810830.0,1221.0
20-JUL-2017,10587.45,10593.95,10474.85,10491.1,25467072.0,1431.87
21-JUL-2017,10573.0,10726.1,10561.95,10711.55,28562397.0,1435.37
24-JUL-2017,10734.15,10846.55,10734.05,10823.5,18100134.0,1167.24
25-JUL-2017,10813.6,10827.45,10738.5,10810.35,21747091.0,1438.32
26-JUL-2017,10810.7,10839.35,10752.3,10782.95,73860059.0,1712.51
27-JUL-2017,10795.1,10905.2,10577.95,10612.3,34087930.0,2507.55
28-JUL-2017,10627.5,10722.7,10511.1,10699.45,16165831.0,1229.59
31-JUL-2017,10665.3,10802.4,10637.8,10755.75,19192516.0,1595.71
01-AUG-2017,10808.1,10887.8,10767.4,10801.85,25587509.0,1466.87
02-AUG-2017,10806.8,10836.65,10702.3,10727.35,13166676.0,797.01
03-AUG-2017,10736.5,10762.5,10672.75,10682.5,15166402.0,970.43
04-AUG-2017,10695.15,10771.85,10681.65,10757.95,13162403.0,798.07
07-AUG-2017,10749.7,10757.9,10659.45,10678.8,12706679.0,915.53
08-AUG-2017,10700.8,10708.3,10581.85,10623.7,12241343.0,806.26
09-AUG-2017,10607.4,10655.35,10594.45,10613.55,9389455.0,587.45
10-AUG-2017,10590.35,10700.9,10586.15,10662.35,18391778.0,1159.5
11-AUG-2017,10623.65,10718.15,10587.7,10647.05,15965456.0,1001.16
14-AUG-2017,10669.15,10692.45,10569.1,10587.3,8348951.0,540.54
16-AUG-2017,10621.1,10683.8,10575.05,10659.7,14447704.0,969.65
17-AUG-2017,10784.6,10839.95,10688.85,10797.8,25035319.0,1975.02
18-AUG-2017,10768.0,10768.0,10474.7,10570.0,94170591.0,8492.86
21-AUG-2017,10574.3,10618.05,10408.45,10440.05,55173908.0,4677.74
22-AUG-2017,10533.4,10541.85,10422.0,10446.25,35284761.0,2749.48
23-AUG-2017,10479.65,10509.6,10401.05,10478.25,38429880.0,3228.44
24-AUG-2017,10550.2,10566.85,10486.05,10503.9,29997784.0,2471.85
28-AUG-2017,10603.45,10638.4,10574.5,10592.25,28758869.0,2518.48
29-AUG-2017,10593.0,10596.15,10475.5,10505.95,15708645.0,1155.61
30-AUG-2017,10565.2,10580.0,10474.15,10493.25,17134070.0,1286.97
31-AUG-2017,10528.05,10578.7,10453.1,10558.25,31920597.0,1872.06
01-SEP-2017,10537.6,10563.8,10455.65,10514.35,14920011.0,999.42
04-SEP-2017,10540.0,10540.1,10388.25,10441.75,17361736.0,1162.64
05-SEP-2017,10455.55,10506.5,10427.5,10498.0,20589123.0,1250.48
06-SEP-2017,10472.1,10484.65,10407.9,10421.65,20789478.0,1191.94
07-SEP-2017,10466.05,10477.3,10423.25,10460.95,13655711.0,885.09
08-SEP-2017,10488.95,10499.3,10444.3,10456.65,16605350.0,1049.25
11-SEP-2017,10496.7,10520.75,10447.25,10459.5,18352976.0,1173.47
12-SEP-2017,10514.15,10517.5,10443.2,10501.1,25304551.0,1520.6
13-SEP-2017,10520.75,10593.0,10475.9,10505.3,23226852.0,1316.6
14-SEP-2017,10438.2,10505.25,10428.45,10496.05,18866410.0,1239.84
15-SEP-2017,10519.65,10621.65,10479.95,10599.75,20721000.0,1581.5
18-SEP-2017,10601.4,10675.05,10601.35,10649.5,16697791.0,999.54
19-SEP-2017,10658.35,10668.65,10611.9,10654.8,11636432.0,733.31
20-SEP-2017,10694.0,10694.0,10588.15,10651.35,11719899.0,759.56
21-SEP-2017,10652.55,10670.75,10599.95,10653.8,15978558.0,1221.89
22-SEP-2017,10628.5,10672.95,10593.25,10632.1,21312591.0,1679.38
25-SEP-2017,10604.3,10653.55,10513.3,10569.1,14593317.0,1060.63
26-SEP-2017,10575.2,10604.15,10481.95,10548.5,11474071.0,860.26
27-SEP-2017,10576.25,10587.05,10516.4,10544.2,13117745.0,945.55
28-SEP-2017,10544.15,10613.25,10470.55,10521.9,26429214.0,2067.66
29-SEP-2017,10543.4,10576.95,10454.05,10475.35,14386793.0,828.03
03-OCT-2017,10534.45,10568.5,10507.55,10546.1,15039017.0,837.23
04-OCT-2017,10551.75,10578.35,10502.15,10539.85,13015477.0,663.62
05-OCT-2017,10546.45,10581.3,10514.25,10524.65,18370082.0,1016.61
06-OCT-2017,10532.2,10665.6,10527.55,10655.35,16888608.0,962.47
09-OCT-2017,10637.35,10694.25,10622.8,10680.2,16203165.0,744.85
10-OCT-2017,10734.55,10771.95,10712.05,10726.15,16145247.0,905.1
11-OCT-2017,10722.1,10811.05,10720.45,10785.25,20428748.0,1006.17
12-OCT-2017,10801.3,10891.25,10782.7,10881.3,19315828.0,1495.61
13-OCT-2017,10915.05,10997.1,10880.0,10924.2,19084931.0,1284.47
16-OCT-2017,10936.85,10978.0,10921.9,10961.6,12896441.0,746.9
17-OCT-2017,10946.85,11006.65,10910.4,10942.7,16198904.0,802.91
18-OCT-2017,10943.3,11014.05,10898.65,10910.15,17767404.0,927.34
19-OCT-2017,10911.5,10934.85,10872.8,10890.75,2780329.0,110.82
23-OCT-2017,10901.25,11013.4,10863.15,10997.85,17380495.0,1103.94
24-OCT-2017,11056.35,11057.3,10860.35,10884.75,17797268.0,1200.67
25-OCT-2017,10829.8,10986.5,10799.35,10925.45,20609614.0,1395.32
26-OCT-2017,10915.65,10945.45,10836.0,10883.05,59927649.0,3212.09
27-OCT-2017,10901.3,10911.65,10831.25,10862.05,15450898.0,1008.03
30-OCT-2017,10892.55,10913.9,10842.95,10854.3,22591293.0,1413.91
31-OCT-2017,10793.1,10870.55,10781.0,10837.9,18708181.0,1061.78
01-NOV-2017,10877.85,10887.8,10772.25,10817.3,21144732.0,919.27
02-NOV-2017,10802.5,10884.5,10788.0,10845.85,43841311.0,1392.57
03-NOV-2017,10840.3,10873.95,10824.95,10839.05,33003635.0,942.86
06-NOV-2017,10834.0,10952.35,10820.05,10929.9,41655369.0,1291.85
07-NOV-2017,10942.4,11243.2,10934.5,11172.1,42589657.0,2203.45
08-NOV-2017,11227.7,11306.45,11197.6,11245.9,23663675.0,1264.48
09-NOV-2017,11275.45,11301.25,11201.65,11248.45,14342859.0,788.03
10-NOV-2017,11270.0,11272.0,11151.1,11222.55,15489961.0,962.32
13-NOV-2017,11188.5,11341.5,11188.5,11236.2,14896394.0,1027.33
14-NOV-2017,11240.55,11275.65,11139.8,11168.75,17032126.0,919.21
15-NOV-2017,11158.0,11211.7,11110.8,11122.85,18968002.0,1683.8
16-NOV-2017,11145.55,11343.6,11059.0,11317.25,25745297.0,1502.87
17-NOV-2017,11311.95,11311.95,11127.0,11150.0,17244516.0,1049.22
20-NOV-2017,11161.7,11173.65,11072.95,11100.1,15587633.0,869.17
21-NOV-2017,11120.8,11166.35,11087.15,11119.45,16528695.0,987.12
22-NOV-2017,11133.8,11167.65,11098.65,11117.5,15085538.0,1008.76
23-NOV-2017,11149.8,11255.05,11132.75,11230.6,17176802.0,1132.51
24-NOV-2017,11240.4,11352.55,11235.75,11306.4,23794202.0,1677.78
27-NOV-2017,11290.85,11326.0,11239.4,11314.25,16266300.0,1036.66
28-NOV-2017,11303.35,11324.9,11242.85,11270.6,13654824.0,775.78
29-NOV-2017,11266.95,11299.35,11211.15,11232.9,14186355.0,789.74
30-NOV-2017,11233.5,11241.8,11060.1,11115.3,36562941.0,2305.91
01-DEC-2017,11123.6,11180.4,10930.95,10948.5,15744634.0,766.04
04-DEC-2017,11007.95,11138.1,10901.1,11081.65,28758345.0,1619.53
05-DEC-2017,11079.35,11121.85,11005.9,11025.4,22390897.0,1209.54
06-DEC-2017,11024.55,11099.05,11006.2,11074.9,26426388.0,1170.9
07-DEC-2017,11075.55,11178.8,11057.45,11163.45,25529596.0,1338.8
08-DEC-2017,11189.8,11249.3,11159.75,11173.4,18936548.0,1021.67
11-DEC-2017,11178.9,11343.15,11170.45,11324.0,14923112.0,856.25
12-DEC-2017,11327.7,11341.75,11251.7,11272.45,19365806.0,1298.25
13-DEC-2017,11257.05,11328.75,11210.7,11251.7,18858996.0,1362.11
14-DEC-2017,11257.95,11307.9,11174.65,11275.4,20290720.0,1712.66
15-DEC-2017,11299.6,11337.0,11245.55,11288.3,24617772.0,1646.03
18-DEC-2017,11211.8,11345.4,11096.6,11315.2,19133106.0,1017.29
19-DEC-2017,11324.55,11334.05,11214.6,11240.65,21155830.0,1200.95
20-DEC-2017,11267.4,11322.2,11198.6,11304.2,14537868.0,868.23
21-DEC-2017,11317.5,11406.4,11288.75,11374.3,15989407.0,1108.95
22-DEC-2017,11368.2,11532.75,11345.25,11501.9,18433681.0,1574.07
26-DEC-2017,11503.0,11531.25,11454.9,11507.4,17496410.0,1224.74
27-DEC-2017,11490.3,11538.7,11465.6,11509.25,13758340.0,825.3
28-DEC-2017,11481.8,11549.8,11460.8,11496.4,33607636.0,1547.85
29-DEC-2017,11479.5,11689.75,11430.65,11665.75,123646100.0,2644.27
01-JAN-2018,11612.7,11655.85,11549.0,11565.75,32997971.0,1105.66
02-JAN-2018,11587.85,11655.5,11558.45,11602.35,25819255.0,1210.04
03-JAN-2018,11617.35,11693.35,11573.25,11586.7,22309482.0,1212.57
04-JAN-2018,11599.05,11607.75,11510.4,11590.8,17417396.0,993.59
05-JAN-2018,11575.45,11691.45,11541.8,11633.55,17507348.0,1168.19
08-JAN-2018,11674.35,11793.85,11661.5,11776.85,17601459.0,1034.84
09-JAN-2018,11805.35,11819.35,11685.75,11790.85,26689866.0,1413.4
10-JAN-2018,11803.85,12076.25,11762.5,12054.7,24012407.0,1757.47
11-JAN-2018,12060.8,12178.8,12045.45,12103.1,27129023.0,2022.24
12-JAN-2018,12144.8,12146.75,12004.4,12099.15,26161722.0,2053.47
15-JAN-2018,12103.5,12214.65,11971.95,11992.75,17080568.0,1203.27
16-JAN-2018,12036.55,12487.25,12027.3,12430.95,38696788.0,3047.06
17-JAN-2018,12473.05,12653.25,12432.75,12531.4,29648559.0,2780.78
18-JAN-2018,12565.85,12605.15,12431.8,12570.7,26886980.0,1992.04
19-JAN-2018,12577.25,12668.55,12485.3,12633.85,17534922.0,1327.65
22-JAN-2018,12544.6,12924.6,12521.15,12894.95,31661630.0,2467.99
23-JAN-2018,12919.3,13084.2,12898.25,13048.9,30760333.0,2441.26
24-JAN-2018,13020.3,13553.95,13005.95,13249.55,50984631.0,3992.15
25-JAN-2018,13257.9,13259.15,12996.75,13117.85,42395918.0,2723.25
29-JAN-2018,13113.2,13328.05,13096.45,13242.5,25031799.0,1993.56
30-JAN-2018,13193.0,13238.5,13071.85,13107.9,35198915.0,1848.96
31-JAN-2018,13050.85,13142.85,12943.35,12986.4,26948151.0,2004.28
01-FEB-2018,12965.6,13141.75,12812.95,12964.6,21842854.0,1761.5
02-FEB-2018,12872.5,13130.25,12846.2,12983.6,23059095.0,1723.63
05-FEB-2018,12878.7,13104.8,12845.0,12936.9,22877661.0,1705.59
06-FEB-2018,12516.2,12750.7,12490.75,12562.35,25026447.0,1782.24
